idno	translation	other-identifier	author-name	num-authors	author-gender	author-nationality	book-title	publ-first	publ-edition	publ-ref	publ-decade	publisher	collection	subgenre	group	translation.1	ISBN	status	scifi	sentimental	policier	blanche
Vautrin_Grand	no		Vautrin, Jean	1.0	male		Un grand pas vers le Bon Dieu		1989.0	1989	1980s	Grasset		blanche	blanche	no	2-246-40711-7	tei	no	no	no	yes
Modiano_Remise	no	rv0235	Modiano, Patrick	1.0	male	F	Remise de Peine	1988.0		1988	1980s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
Toussaint_Salle	no	rv0517	Toussaint, Jean-Philippe	1.0	male	BE	Salle Bain	1985.0		1985	1980s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
Bourin_Peregrines	no		Bourin, Jeanne	1.0	female		Les Pérégrines		1989.0	1989	1980s	Gallimard	Folio	blanche	blanche	no	2-07-038520-5	tei	no	no	no	yes
Simon_Georgiques	no	rv0186	Simon, Claude	1.0	male	F	Les Géorgiques	1981.0		1981	1980s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
Bon_Sortie	no	rv0531	Bon, François	1.0	male	F	Sortie Usine	1982.0		1982	1980s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
Weyergans_Radeau	no		Weyergans, François	1.0	male		Le Radeau de la Méduse		1983.0	1983	1980s	Gallimard	Folio	blanche	blanche	no	2-07-0377772-5	tei	no	no	no	yes
Labro_Ete	no		Labro, Philippe	1.0	male		Un été dans l'Ouest		1988.0	1988	1980s	Gallimard	Folio	blanche	blanche	no	2-07-038258-3	tei	no	no	no	yes
Deon_Montee	no		Déon, Michel	1.0	male		La montée du soir		1987.0	1987	1980s	Gallimard		blanche	blanche	no	02-07-070984-1	tei	no	no	no	yes
Marceau_Passions	no		Marceau, Félicien	1.0	male		Les passions partagées		1987.0	1987	1980s	Gallimard		blanche	blanche	no	02-07-070902-7	tei	no	no	no	yes
HermaryVieille_Grand	no		Hermary-Vieille, Catherine	1.0	female		Le grand vizir de la nuit		1981.0	1981	1980s	Gallimard	Folio	blanche	blanche	no	2-07-037448-3	tei	no	no	no	yes
Labro_Etudiant	no		Labro, Philippe	1.0	male		L'étudiant étranger		1986.0	1986	1980s	Gallimard	Folio	blanche	blanche	no	2-07-038043-2	tei	no	no	no	yes
Marceau_Oiseau	no		Marceau, Félicien	1.0	male		Un oiseau dans le ciel		1989.0	1989	1980s	Gallimard	Folio	blanche	blanche	no	2-07-038389-X	tei	no	no	no	yes
Modiano_Dimanches	no	rv0229	Modiano, Patrick	1.0	male	F	Dimanches d'Août	1986.0		1986	1980s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
HermaryVieille_Marquise	no		Hermary-Vieille, Catherine	1.0	female		La Marquise des Ombres		1983.0	1983	1980s	Denoël	Folio	blanche	blanche	no	2-07-037655-9	tei	no	no	no	yes
Giuducelli_Station	no		Giuducelli, Christian	1.0	male		Station balnéaire		1986.0	1986	1980s	Gallimard	Collection Blanche	blanche	blanche	no	2-07-070780-6	tei	no	no	no	yes
Duras_Amant	no	rv0215	Duras, Marguerite	1.0	female	F	L'Amant	1984.0		1984	1980s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
Weyergans_Vie	no		Weyergans, François	1.0	male		La vie d'un bébé		1986.0	1986	1980s	Gallimard	Folio	blanche	blanche	no	2-07-070478-5	tei	no	no	no	yes
Toussaint_Monsieur	no	rv0521	Toussaint, Jean-Philippe	1.0	male	BE	Monsieur	1986.0		1986	1980s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
Darmon_Baisse	no		Darmon, Paule	1.0	female		Baisse les yeux, Sarah		1980.0	1980	1980s	Grasset		blanche	blanche	no	2-246-00940-5	tei	no	no	no	yes
