	welsh_words	welsh	welsh_rang	dispersion	dispersion_numeric
505	untuniutntrng55886	0.0	50559	20/50	0.4
506	untuniutntrng55886	0.0	50907	20/50	0.4
507	untuniutntrng55886	0.0	50367	20/50	0.4
508	untuniutntrng55886	0.0	49451	20/50	0.4
509	untuniutntrng55886	0.0	50598	20/50	0.4
510	untuniutntrng55886	0.0	52000	20/50	0.4
511	untuniutntrng55886	0.0	50386	20/50	0.4
512	untuniutntrng55886	0.0	50701	20/50	0.4
513	untuniutntrng55886	0.0	50433	20/50	0.4
514	untuniutntrng55886	0.0	50598	20/50	0.4
515	untuniutntrng55886	0.0	50758	20/50	0.4
516	untuniutntrng55886	0.0	49372	20/50	0.4
517	untuniutntrng55886	0.0	50733	20/50	0.4
518	untuniutntrng55886	0.0	50477	20/50	0.4
519	untuniutntrng55886	0.0	50102	20/50	0.4
520	untuniutntrng55886	0.0	50457	20/50	0.4
521	untuniutntrng55886	0.0	50730	20/50	0.4
522	untuniutntrng55886	0.0	50365	20/50	0.4
523	untuniutntrng55886	0.0	50566	20/50	0.4
524	untuniutntrng55886	0.0	50545	20/50	0.4
525	untuniutntrng55886	0.0	50777	20/50	0.4
526	untuniutntrng55886	0.0	50431	20/50	0.4
527	untuniutntrng55886	0.0	50691	20/50	0.4
528	untuniutntrng55886	0.0	50628	20/50	0.4
529	untuniutntrng55886	0.0	52208	20/50	0.4
530	untuniutntrng55886	0.0	50713	20/50	0.4
531	untuniutntrng55886	0.0	50445	20/50	0.4
532	untuniutntrng55886	0.0	50726	20/50	0.4
533	untuniutntrng55886	0.0	52530	20/50	0.4
534	untuniutntrng55886	0.0	50698	20/50	0.4
535	untuniutntrng55886	0.0	50498	20/50	0.4
536	untuniutntrng55886	0.0	50814	20/50	0.4
537	untuniutntrng55886	0.0	50603	20/50	0.4
538	untuniutntrng55886	0.0	50632	20/50	0.4
539	untuniutntrng55886	0.0	50865	20/50	0.4
540	untuniutntrng55886	0.0	50419	20/50	0.4
541	untuniutntrng55886	0.0	49095	20/50	0.4
542	untuniutntrng55886	0.0	52175	20/50	0.4
543	untuniutntrng55886	0.0	50409	20/50	0.4
544	untuniutntrng55886	0.0	50547	20/50	0.4
545	untuniutntrng55886	0.0	50291	20/50	0.4
546	untuniutntrng55886	0.0	50706	20/50	0.4
547	untuniutntrng55886	0.0	50458	20/50	0.4
548	untuniutntrng55886	0.0	50538	20/50	0.4
549	untuniutntrng55886	0.0	52155	20/50	0.4
550	untuniutntrng55886	0.0	53431	20/50	0.4
551	untuniutntrng55886	0.0	50664	20/50	0.4
552	untuniutntrng55886	0.0	50839	20/50	0.4
553	untuniutntrng55886	0.0	50547	20/50	0.4
554	untuniutntrng55886	0.0	52784	20/50	0.4
555	untuniutntrng55886	0.0	50493	20/50	0.4
556	untuniutntrng55886	0.0	50517	20/50	0.4
557	untuniutntrng55886	0.0	50620	20/50	0.4
558	untuniutntrng55886	0.0	50589	20/50	0.4
559	untuniutntrng55886	0.0	50467	20/50	0.4
560	untuniutntrng55886	0.0	52895	20/50	0.4
561	untuniutntrng55886	0.0	50714	20/50	0.4
562	untuniutntrng55886	0.0	50689	20/50	0.4
563	untuniutntrng55886	0.0	50413	20/50	0.4
564	untuniutntrng55886	0.0	50700	20/50	0.4
565	untuniutntrng55886	0.0	50743	20/50	0.4
566	untuniutntrng55886	0.0	52374	20/50	0.4
567	untuniutntrng55886	0.0	50608	20/50	0.4
568	untuniutntrng55886	0.0	50683	20/50	0.4
569	untuniutntrng55886	0.0	50621	20/50	0.4
570	untuniutntrng55886	0.0	50588	20/50	0.4
571	untuniutntrng55886	0.0	50423	20/50	0.4
572	untuniutntrng55886	0.0	48859	20/50	0.4
573	untuniutntrng55886	0.0	54628	20/50	0.4
574	untuniutntrng55886	0.0	50677	20/50	0.4
575	untuniutntrng55886	0.0	49454	20/50	0.4
576	untuniutntrng55886	0.0	50803	20/50	0.4
577	untuniutntrng55886	0.0	52023	20/50	0.4
578	untuniutntrng55886	0.0	52302	20/50	0.4
579	untuniutntrng55886	0.0	50454	20/50	0.4
580	untuniutntrng55886	0.0	50578	20/50	0.4
581	untuniutntrng55886	0.0	50486	20/50	0.4
582	untuniutntrng55886	0.0	53981	20/50	0.4
583	untuniutntrng55886	0.0	50699	20/50	0.4
584	untuniutntrng55886	0.0	50481	20/50	0.4
585	untuniutntrng55886	0.0	50662	20/50	0.4
586	untuniutntrng55886	0.0	53823	20/50	0.4
587	untuniutntrng55886	0.0	50616	20/50	0.4
588	untuniutntrng55886	0.0	50443	20/50	0.4
589	untuniutntrng55886	0.0	50458	20/50	0.4
590	untuniutntrng55886	0.0	52096	20/50	0.4
591	untuniutntrng55886	0.0	50477	20/50	0.4
592	untuniutntrng55886	0.0	50788	20/50	0.4
593	untuniutntrng55886	0.0	50248	20/50	0.4
594	untuniutntrng55886	0.0	50460	20/50	0.4
595	untuniutntrng55886	0.0	50628	20/50	0.4
596	untuniutntrng55886	0.0	50847	20/50	0.4
597	untuniutntrng55886	0.0	50818	20/50	0.4
598	untuniutntrng55886	0.0	50399	20/50	0.4
599	untuniutntrng55886	0.0	50654	20/50	0.4
600	untuniutntrng55886	0.0	50573	2/500	0.004
601	untuniutntrng55886	0.0	50405	2/500	0.004
602	untuniutntrng55886	0.0	50875	2/500	0.004
603	untuniutntrng55886	0.0	50655	2/500	0.004
604	untuniutntrng55886	0.0	50271	2/500	0.004
605	untuniutntrng55886	0.0	50619	2/500	0.004
606	untuniutntrng55886	0.0	50695	2/500	0.004
607	untuniutntrng55886	0.0	50577	2/500	0.004
608	untuniutntrng55886	0.0	50409	2/500	0.004
609	untuniutntrng55886	0.0	52880	2/500	0.004
610	untuniutntrng55886	0.0	50498	2/500	0.004
611	untuniutntrng55886	0.0	51859	2/500	0.004
612	untuniutntrng55886	0.0	50467	2/500	0.004
613	untuniutntrng55886	0.0	50322	2/500	0.004
614	untuniutntrng55886	0.0	50448	2/500	0.004
615	untuniutntrng55886	0.0	50401	2/500	0.004
616	untuniutntrng55886	0.0	50951	2/500	0.004
617	untuniutntrng55886	0.0	50550	2/500	0.004
618	untuniutntrng55886	0.0	50660	2/500	0.004
619	untuniutntrng55886	0.0	50577	2/500	0.004
620	untuniutntrng55886	0.0	50610	2/500	0.004
621	untuniutntrng55886	0.0	50465	2/500	0.004
622	untuniutntrng55886	0.0	50324	2/500	0.004
623	untuniutntrng55886	0.0	54734	2/500	0.004
624	untuniutntrng55886	0.0	50518	2/500	0.004
625	untuniutntrng55886	0.0	50520	2/500	0.004
626	untuniutntrng55886	0.0	50618	2/500	0.004
627	untuniutntrng55886	0.0	50626	2/500	0.004
628	untuniutntrng55886	0.0	50616	2/500	0.004
629	untuniutntrng55886	0.0	50500	2/500	0.004
630	untuniutntrng55886	0.0	50894	2/500	0.004
631	untuniutntrng55886	0.0	50684	2/500	0.004
632	untuniutntrng55886	0.0	50559	2/500	0.004
633	untuniutntrng55886	0.0	49965	2/500	0.004
634	untuniutntrng55886	0.0	50596	2/500	0.004
635	untuniutntrng55886	0.0	50417	2/500	0.004
636	untuniutntrng55886	0.0	50631	2/500	0.004
637	untuniutntrng55886	0.0	50759	2/500	0.004
638	untuniutntrng55886	0.0	50721	2/500	0.004
639	untuniutntrng55886	0.0	50563	2/500	0.004
640	untuniutntrng55886	0.0	50606	2/500	0.004
641	untuniutntrng55886	0.0	50678	2/500	0.004
642	untuniutntrng55886	0.0	50652	2/500	0.004
643	untuniutntrng55886	0.0	50633	2/500	0.004
644	untuniutntrng55886	0.0	50491	2/500	0.004
645	untuniutntrng55886	0.0	50768	2/500	0.004
646	untuniutntrng55886	0.0	50480	2/500	0.004
647	untuniutntrng55886	0.0	50532	2/500	0.004
648	untuniutntrng55886	0.0	50738	2/500	0.004
649	untuniutntrng55886	0.0	50399	2/500	0.004
650	untuniutntrng55886	0.0	50548	2/500	0.004
651	untuniutntrng55886	0.0	50696	2/500	0.004
652	untuniutntrng55886	0.0	50512	2/500	0.004
653	untuniutntrng55886	0.0	50652	2/500	0.004
654	untuniutntrng55886	0.0	50532	2/500	0.004
655	untuniutntrng55886	0.0	50519	2/500	0.004
656	untuniutntrng55886	0.0	50754	2/500	0.004
657	untuniutntrng55886	0.0	50730	2/500	0.004
658	untuniutntrng55886	0.0	50521	2/500	0.004
659	untuniutntrng55886	0.0	50513	2/500	0.004
660	untuniutntrng55886	0.0	50535	2/500	0.004
661	untuniutntrng55886	0.0	50404	2/500	0.004
662	untuniutntrng55886	0.0	50523	2/500	0.004
663	untuniutntrng55886	0.0	50533	2/500	0.004
664	untuniutntrng55886	0.0	50386	2/500	0.004
665	untuniutntrng55886	0.0	50498	2/500	0.004
666	untuniutntrng55886	0.0	50548	2/500	0.004
667	untuniutntrng55886	0.0	50639	2/500	0.004
668	untuniutntrng55886	0.0	50574	2/500	0.004
669	untuniutntrng55886	0.0	50561	2/500	0.004
670	untuniutntrng55886	0.0	50667	2/500	0.004
671	untuniutntrng55886	0.0	50634	2/500	0.004
672	untuniutntrng55886	0.0	50391	2/500	0.004
673	untuniutntrng55886	0.0	50558	2/500	0.004
674	untuniutntrng55886	0.0	50723	2/500	0.004
675	untuniutntrng55886	0.0	50740	2/500	0.004
676	untuniutntrng55886	0.0	50576	2/500	0.004
677	untuniutntrng55886	0.0	50730	2/500	0.004
678	untuniutntrng55886	0.0	50547	2/500	0.004
679	untuniutntrng55886	0.0	50633	2/500	0.004
680	untuniutntrng55886	0.0	50531	2/500	0.004
681	untuniutntrng55886	0.0	50749	2/500	0.004
682	untuniutntrng55886	0.0	50608	2/500	0.004
683	untuniutntrng55886	0.0	50524	2/500	0.004
684	untuniutntrng55886	0.0	50561	2/500	0.004
685	untuniutntrng55886	0.0	50654	2/500	0.004
686	untuniutntrng55886	0.0	50679	2/500	0.004
687	untuniutntrng55886	0.0	50551	2/500	0.004
688	untuniutntrng55886	0.0	50655	2/500	0.004
689	untuniutntrng55886	0.0	50375	2/500	0.004
690	untuniutntrng55886	0.0	50518	2/500	0.004
691	untuniutntrng55886	0.0	50529	2/500	0.004
692	untuniutntrng55886	0.0	50385	2/500	0.004
693	untuniutntrng55886	0.0	50557	2/500	0.004
694	untuniutntrng55886	0.0	50956	2/500	0.004
695	untuniutntrng55886	0.0	50449	2/500	0.004
696	untuniutntrng55886	0.0	50587	2/500	0.004
697	untuniutntrng55886	0.0	50567	2/500	0.004
698	untuniutntrng55886	0.0	50682	2/500	0.004
699	untuniutntrng55886	0.0	50752	2/500	0.004
700	untuniutntrng55886	0.0	52815	500/2	250.0
701	untuniutntrng55886	0.0	53016	500/2	250.0
702	untuniutntrng55886	0.0	50616	500/2	250.0
703	untuniutntrng55886	0.0	50506	500/2	250.0
704	untuniutntrng55886	0.0	50444	500/2	250.0
705	untuniutntrng55886	0.0	52960	500/2	250.0
706	untuniutntrng55886	0.0	54211	500/2	250.0
707	untuniutntrng55886	0.0	50779	500/2	250.0
708	untuniutntrng55886	0.0	52865	500/2	250.0
709	untuniutntrng55886	0.0	52439	500/2	250.0
710	untuniutntrng55886	0.0	50428	500/2	250.0
711	untuniutntrng55886	0.0	50626	500/2	250.0
712	untuniutntrng55886	0.0	50772	500/2	250.0
713	untuniutntrng55886	0.0	50254	500/2	250.0
714	untuniutntrng55886	0.0	50567	500/2	250.0
715	untuniutntrng55886	0.0	50899	500/2	250.0
716	untuniutntrng55886	0.0	52783	500/2	250.0
717	untuniutntrng55886	0.0	52829	500/2	250.0
718	untuniutntrng55886	0.0	50508	500/2	250.0
719	untuniutntrng55886	0.0	52822	500/2	250.0
720	untuniutntrng55886	0.0	50674	500/2	250.0
721	untuniutntrng55886	0.0	52814	500/2	250.0
722	untuniutntrng55886	0.0	52644	500/2	250.0
723	untuniutntrng55886	0.0	50643	500/2	250.0
724	untuniutntrng55886	0.0	50661	500/2	250.0
725	untuniutntrng55886	0.0	52824	500/2	250.0
726	untuniutntrng55886	0.0	50426	500/2	250.0
727	untuniutntrng55886	0.0	52674	500/2	250.0
728	untuniutntrng55886	0.0	53163	500/2	250.0
729	untuniutntrng55886	0.0	50409	500/2	250.0
730	untuniutntrng55886	0.0	50383	500/2	250.0
731	untuniutntrng55886	0.0	50530	500/2	250.0
732	untuniutntrng55886	0.0	46016	500/2	250.0
733	untuniutntrng55886	0.0	53103	500/2	250.0
734	untuniutntrng55886	0.0	50474	500/2	250.0
735	untuniutntrng55886	0.0	50646	500/2	250.0
736	untuniutntrng55886	0.0	53176	500/2	250.0
737	untuniutntrng55886	0.0	50733	500/2	250.0
738	untuniutntrng55886	0.0	50853	500/2	250.0
739	untuniutntrng55886	0.0	50970	500/2	250.0
740	untuniutntrng55886	0.0	52857	500/2	250.0
741	untuniutntrng55886	0.0	50685	500/2	250.0
742	untuniutntrng55886	0.0	52927	500/2	250.0
743	untuniutntrng55886	0.0	50376	500/2	250.0
744	untuniutntrng55886	0.0	53104	500/2	250.0
745	untuniutntrng55886	0.0	51341	500/2	250.0
746	untuniutntrng55886	0.0	52800	500/2	250.0
747	untuniutntrng55886	0.0	50603	500/2	250.0
748	untuniutntrng55886	0.0	54097	500/2	250.0
749	untuniutntrng55886	0.0	50600	500/2	250.0
750	untuniutntrng55886	0.0	52945	500/2	250.0
751	untuniutntrng55886	0.0	50339	500/2	250.0
752	untuniutntrng55886	0.0	50684	500/2	250.0
753	untuniutntrng55886	0.0	50482	500/2	250.0
754	untuniutntrng55886	0.0	52756	500/2	250.0
755	untuniutntrng55886	0.0	50829	500/2	250.0
756	untuniutntrng55886	0.0	52574	500/2	250.0
757	untuniutntrng55886	0.0	50876	500/2	250.0
758	untuniutntrng55886	0.0	52869	500/2	250.0
759	untuniutntrng55886	0.0	50511	500/2	250.0
760	untuniutntrng55886	0.0	50523	500/2	250.0
761	untuniutntrng55886	0.0	50629	500/2	250.0
762	untuniutntrng55886	0.0	50629	500/2	250.0
763	untuniutntrng55886	0.0	52830	500/2	250.0
764	untuniutntrng55886	0.0	50509	500/2	250.0
765	untuniutntrng55886	0.0	52827	500/2	250.0
766	untuniutntrng55886	0.0	52892	500/2	250.0
767	untuniutntrng55886	0.0	52883	500/2	250.0
768	untuniutntrng55886	0.0	52733	500/2	250.0
769	untuniutntrng55886	0.0	53274	500/2	250.0
770	untuniutntrng55886	0.0	50504	500/2	250.0
771	untuniutntrng55886	0.0	54472	500/2	250.0
772	untuniutntrng55886	0.0	52758	500/2	250.0
773	untuniutntrng55886	0.0	46286	500/2	250.0
774	untuniutntrng55886	0.0	52789	500/2	250.0
775	untuniutntrng55886	0.0	53374	500/2	250.0
776	untuniutntrng55886	0.0	52748	500/2	250.0
777	untuniutntrng55886	0.0	53046	500/2	250.0
778	untuniutntrng55886	0.0	52651	500/2	250.0
779	untuniutntrng55886	0.0	52765	500/2	250.0
780	untuniutntrng55886	0.0	46157	500/2	250.0
781	untuniutntrng55886	0.0	50573	500/2	250.0
782	untuniutntrng55886	0.0	50464	500/2	250.0
783	untuniutntrng55886	0.0	50503	500/2	250.0
784	untuniutntrng55886	0.0	50385	500/2	250.0
785	untuniutntrng55886	0.0	52915	500/2	250.0
786	untuniutntrng55886	0.0	50430	500/2	250.0
787	untuniutntrng55886	0.0	50544	500/2	250.0
788	untuniutntrng55886	0.0	50464	500/2	250.0
789	untuniutntrng55886	0.0	50545	500/2	250.0
790	untuniutntrng55886	0.0	46128	500/2	250.0
791	untuniutntrng55886	0.0	50638	500/2	250.0
792	untuniutntrng55886	0.0	50583	500/2	250.0
793	untuniutntrng55886	0.0	46380	500/2	250.0
794	untuniutntrng55886	0.0	52772	500/2	250.0
795	untuniutntrng55886	0.0	50427	500/2	250.0
796	untuniutntrng55886	0.0	52734	500/2	250.0
797	untuniutntrng55886	0.0	52816	500/2	250.0
798	untuniutntrng55886	0.0	50781	500/2	250.0
799	untuniutntrng55886	0.0	52534	500/2	250.0
800	untuniutntrng55886	0.0	53051	50/20	2.5
801	untuniutntrng55886	0.0	52893	50/20	2.5
802	untuniutntrng55886	0.0	50732	50/20	2.5
803	untuniutntrng55886	0.0	52800	50/20	2.5
804	untuniutntrng55886	0.0	52205	50/20	2.5
805	untuniutntrng55886	0.0	53754	50/20	2.5
806	untuniutntrng55886	0.0	50680	50/20	2.5
807	untuniutntrng55886	0.0	50809	50/20	2.5
808	untuniutntrng55886	0.0	50553	50/20	2.5
809	untuniutntrng55886	0.0	52798	50/20	2.5
810	untuniutntrng55886	0.0	53024	50/20	2.5
811	untuniutntrng55886	0.0	50686	50/20	2.5
812	untuniutntrng55886	0.0	51925	50/20	2.5
813	untuniutntrng55886	0.0	50723	50/20	2.5
814	untuniutntrng55886	0.0	50453	50/20	2.5
815	untuniutntrng55886	0.0	52889	50/20	2.5
816	untuniutntrng55886	0.0	50678	50/20	2.5
817	untuniutntrng55886	0.0	50560	50/20	2.5
818	untuniutntrng55886	0.0	50671	50/20	2.5
819	untuniutntrng55886	0.0	50262	50/20	2.5
820	untuniutntrng55886	0.0	51658	50/20	2.5
821	untuniutntrng55886	0.0	53048	50/20	2.5
822	untuniutntrng55886	0.0	53003	50/20	2.5
823	untuniutntrng55886	0.0	52700	50/20	2.5
824	untuniutntrng55886	0.0	52713	50/20	2.5
825	untuniutntrng55886	0.0	52680	50/20	2.5
826	untuniutntrng55886	0.0	52359	50/20	2.5
827	untuniutntrng55886	0.0	50708	50/20	2.5
828	untuniutntrng55886	0.0	50686	50/20	2.5
829	untuniutntrng55886	0.0	51022	50/20	2.5
830	untuniutntrng55886	0.0	52931	50/20	2.5
831	untuniutntrng55886	0.0	52883	50/20	2.5
832	untuniutntrng55886	0.0	50401	50/20	2.5
833	untuniutntrng55886	0.0	53041	50/20	2.5
834	untuniutntrng55886	0.0	50512	50/20	2.5
835	untuniutntrng55886	0.0	50571	50/20	2.5
836	untuniutntrng55886	0.0	52793	50/20	2.5
837	untuniutntrng55886	0.0	50664	50/20	2.5
838	untuniutntrng55886	0.0	50442	50/20	2.5
839	untuniutntrng55886	0.0	50567	50/20	2.5
840	untuniutntrng55886	0.0	52818	50/20	2.5
841	untuniutntrng55886	0.0	50618	50/20	2.5
842	untuniutntrng55886	0.0	54624	50/20	2.5
843	untuniutntrng55886	0.0	52484	50/20	2.5
844	untuniutntrng55886	0.0	51160	50/20	2.5
845	untuniutntrng55886	0.0	52825	50/20	2.5
846	untuniutntrng55886	0.0	50521	50/20	2.5
847	untuniutntrng55886	0.0	50445	50/20	2.5
848	untuniutntrng55886	0.0	52845	50/20	2.5
849	untuniutntrng55886	0.0	52552	50/20	2.5
850	untuniutntrng55886	0.0	52973	50/20	2.5
851	untuniutntrng55886	0.0	50712	50/20	2.5
852	untuniutntrng55886	0.0	53933	50/20	2.5
853	untuniutntrng55886	0.0	52797	50/20	2.5
854	untuniutntrng55886	0.0	50523	50/20	2.5
855	untuniutntrng55886	0.0	52607	50/20	2.5
856	untuniutntrng55886	0.0	52740	50/20	2.5
857	untuniutntrng55886	0.0	52920	50/20	2.5
858	untuniutntrng55886	0.0	50442	50/20	2.5
859	untuniutntrng55886	0.0	52845	50/20	2.5
860	untuniutntrng55886	0.0	50716	50/20	2.5
861	untuniutntrng55886	0.0	52677	50/20	2.5
862	untuniutntrng55886	0.0	52247	50/20	2.5
863	untuniutntrng55886	0.0	53115	50/20	2.5
864	untuniutntrng55886	0.0	50466	50/20	2.5
865	untuniutntrng55886	0.0	52946	50/20	2.5
866	untuniutntrng55886	0.0	52952	50/20	2.5
867	untuniutntrng55886	0.0	50733	50/20	2.5
868	untuniutntrng55886	0.0	50231	50/20	2.5
869	untuniutntrng55886	0.0	50582	50/20	2.5
870	untuniutntrng55886	0.0	52775	50/20	2.5
871	untuniutntrng55886	0.0	52778	50/20	2.5
872	untuniutntrng55886	0.0	52681	50/20	2.5
873	untuniutntrng55886	0.0	50696	50/20	2.5
874	untuniutntrng55886	0.0	52639	50/20	2.5
875	untuniutntrng55886	0.0	50572	50/20	2.5
876	untuniutntrng55886	0.0	52794	50/20	2.5
877	untuniutntrng55886	0.0	50415	50/20	2.5
878	untuniutntrng55886	0.0	52830	50/20	2.5
879	untuniutntrng55886	0.0	50492	50/20	2.5
880	untuniutntrng55886	0.0	50501	50/20	2.5
881	untuniutntrng55886	0.0	52827	50/20	2.5
882	untuniutntrng55886	0.0	54098	50/20	2.5
883	untuniutntrng55886	0.0	52958	50/20	2.5
884	untuniutntrng55886	0.0	50662	50/20	2.5
885	untuniutntrng55886	0.0	50610	50/20	2.5
886	untuniutntrng55886	0.0	52655	50/20	2.5
887	untuniutntrng55886	0.0	52617	50/20	2.5
888	untuniutntrng55886	0.0	50184	50/20	2.5
889	untuniutntrng55886	0.0	50542	50/20	2.5
890	untuniutntrng55886	0.0	52839	50/20	2.5
891	untuniutntrng55886	0.0	50429	50/20	2.5
892	untuniutntrng55886	0.0	52738	50/20	2.5
893	untuniutntrng55886	0.0	52913	50/20	2.5
894	untuniutntrng55886	0.0	50669	50/20	2.5
895	untuniutntrng55886	0.0	50612	50/20	2.5
896	untuniutntrng55886	0.0	50709	50/20	2.5
897	untuniutntrng55886	0.0	50522	50/20	2.5
898	untuniutntrng55886	0.0	52782	50/20	2.5
899	untuniutntrng55886	0.0	52601	50/20	2.5
900	untuniutntrng55886	0.0	50571	5/200	0.025
901	untuniutntrng55886	0.0	50424	5/200	0.025
902	untuniutntrng55886	0.0	50808	5/200	0.025
903	untuniutntrng55886	0.0	50579	5/200	0.025
904	untuniutntrng55886	0.0	50619	5/200	0.025
905	untuniutntrng55886	0.0	50550	5/200	0.025
906	untuniutntrng55886	0.0	52006	5/200	0.025
907	untuniutntrng55886	0.0	50584	5/200	0.025
908	untuniutntrng55886	0.0	50838	5/200	0.025
909	untuniutntrng55886	0.0	50465	5/200	0.025
910	untuniutntrng55886	0.0	50553	5/200	0.025
911	untuniutntrng55886	0.0	50507	5/200	0.025
912	untuniutntrng55886	0.0	50522	5/200	0.025
913	untuniutntrng55886	0.0	50770	5/200	0.025
914	untuniutntrng55886	0.0	50607	5/200	0.025
915	untuniutntrng55886	0.0	50791	5/200	0.025
916	untuniutntrng55886	0.0	50755	5/200	0.025
917	untuniutntrng55886	0.0	50418	5/200	0.025
918	untuniutntrng55886	0.0	50495	5/200	0.025
919	untuniutntrng55886	0.0	50513	5/200	0.025
920	untuniutntrng55886	0.0	50411	5/200	0.025
921	untuniutntrng55886	0.0	50528	5/200	0.025
922	untuniutntrng55886	0.0	50630	5/200	0.025
923	untuniutntrng55886	0.0	50562	5/200	0.025
924	untuniutntrng55886	0.0	50547	5/200	0.025
925	untuniutntrng55886	0.0	46315	5/200	0.025
926	untuniutntrng55886	0.0	50450	5/200	0.025
927	untuniutntrng55886	0.0	51507	5/200	0.025
928	untuniutntrng55886	0.0	50457	5/200	0.025
929	untuniutntrng55886	0.0	50483	5/200	0.025
930	untuniutntrng55886	0.0	50746	5/200	0.025
931	untuniutntrng55886	0.0	50755	5/200	0.025
932	untuniutntrng55886	0.0	50825	5/200	0.025
933	untuniutntrng55886	0.0	50465	5/200	0.025
934	untuniutntrng55886	0.0	50362	5/200	0.025
935	untuniutntrng55886	0.0	50263	5/200	0.025
936	untuniutntrng55886	0.0	50704	5/200	0.025
937	untuniutntrng55886	0.0	50797	5/200	0.025
938	untuniutntrng55886	0.0	50474	5/200	0.025
939	untuniutntrng55886	0.0	50670	5/200	0.025
940	untuniutntrng55886	0.0	50539	5/200	0.025
941	untuniutntrng55886	0.0	50460	5/200	0.025
942	untuniutntrng55886	0.0	50526	5/200	0.025
943	untuniutntrng55886	0.0	51020	5/200	0.025
944	untuniutntrng55886	0.0	50364	5/200	0.025
945	untuniutntrng55886	0.0	50776	5/200	0.025
946	untuniutntrng55886	0.0	50477	5/200	0.025
947	untuniutntrng55886	0.0	50189	5/200	0.025
948	untuniutntrng55886	0.0	50665	5/200	0.025
949	untuniutntrng55886	0.0	50633	5/200	0.025
950	untuniutntrng55886	0.0	50585	5/200	0.025
951	untuniutntrng55886	0.0	50634	5/200	0.025
952	untuniutntrng55886	0.0	50808	5/200	0.025
953	untuniutntrng55886	0.0	50419	5/200	0.025
954	untuniutntrng55886	0.0	50608	5/200	0.025
955	untuniutntrng55886	0.0	50665	5/200	0.025
956	untuniutntrng55886	0.0	50886	5/200	0.025
957	untuniutntrng55886	0.0	50523	5/200	0.025
958	untuniutntrng55886	0.0	50569	5/200	0.025
959	untuniutntrng55886	0.0	49520	5/200	0.025
960	untuniutntrng55886	0.0	50207	5/200	0.025
961	untuniutntrng55886	0.0	50636	5/200	0.025
962	untuniutntrng55886	0.0	50990	5/200	0.025
963	untuniutntrng55886	0.0	50577	5/200	0.025
964	untuniutntrng55886	0.0	54196	5/200	0.025
965	untuniutntrng55886	0.0	50784	5/200	0.025
966	untuniutntrng55886	0.0	50478	5/200	0.025
967	untuniutntrng55886	0.0	50699	5/200	0.025
968	untuniutntrng55886	0.0	50564	5/200	0.025
969	untuniutntrng55886	0.0	50480	5/200	0.025
970	untuniutntrng55886	0.0	50555	5/200	0.025
971	untuniutntrng55886	0.0	50625	5/200	0.025
972	untuniutntrng55886	0.0	50520	5/200	0.025
973	untuniutntrng55886	0.0	50530	5/200	0.025
974	untuniutntrng55886	0.0	50676	5/200	0.025
975	untuniutntrng55886	0.0	50578	5/200	0.025
976	untuniutntrng55886	0.0	50600	5/200	0.025
977	untuniutntrng55886	0.0	50501	5/200	0.025
978	untuniutntrng55886	0.0	50764	5/200	0.025
979	untuniutntrng55886	0.0	50590	5/200	0.025
980	untuniutntrng55886	0.0	50753	5/200	0.025
981	untuniutntrng55886	0.0	51218	5/200	0.025
982	untuniutntrng55886	0.0	52646	5/200	0.025
983	untuniutntrng55886	0.0	50651	5/200	0.025
984	untuniutntrng55886	0.0	50848	5/200	0.025
985	untuniutntrng55886	0.0	50408	5/200	0.025
986	untuniutntrng55886	0.0	50486	5/200	0.025
987	untuniutntrng55886	0.0	50502	5/200	0.025
988	untuniutntrng55886	0.0	50719	5/200	0.025
989	untuniutntrng55886	0.0	50728	5/200	0.025
990	untuniutntrng55886	0.0	50646	5/200	0.025
991	untuniutntrng55886	0.0	50556	5/200	0.025
992	untuniutntrng55886	0.0	50504	5/200	0.025
993	untuniutntrng55886	0.0	50860	5/200	0.025
994	untuniutntrng55886	0.0	50529	5/200	0.025
995	untuniutntrng55886	0.0	50671	5/200	0.025
996	untuniutntrng55886	0.0	51075	5/200	0.025
997	untuniutntrng55886	0.0	50383	5/200	0.025
998	untuniutntrng55886	0.0	50745	5/200	0.025
999	untuniutntrng55886	0.0	50566	5/200	0.025
