	welch_words	welch	welch_rang	dispersion	dispersion_numeric
487	untuniutntrng55886	0.0	48452	200/5	40.0

488	untuniutntrng55886	0.0	48360	200/5	40.0

489	untuniutntrng55886	0.0	48236	200/5	40.0

490	untuniutntrng55886	0.0	48441	200/5	40.0

491	untuniutntrng55886	0.0	48385	200/5	40.0

492	untuniutntrng55886	0.0	48452	200/5	40.0

493	untuniutntrng55886	0.0	48148	200/5	40.0

494	untuniutntrng55886	0.0	48394	200/5	40.0

495	untuniutntrng55886	0.0	48453	200/5	40.0

496	untuniutntrng55886	0.0	48254	200/5	40.0

497	untuniutntrng55886	0.0	48313	200/5	40.0

498	untuniutntrng55886	0.0	48364	200/5	40.0

499	untuniutntrng55886	0.0	48312	200/5	40.0

500	untuniutntrng55886	0.0	48496	20/50	0.4

501	untuniutntrng55886	0.0	48383	20/50	0.4

502	untuniutntrng55886	0.0	48396	20/50	0.4

503	untuniutntrng55886	0.0	48269	20/50	0.4

504	untuniutntrng55886	0.0	48425	20/50	0.4

505	untuniutntrng55886	0.0	48163	20/50	0.4

506	untuniutntrng55886	0.0	48412	20/50	0.4

507	untuniutntrng55886	0.0	48536	20/50	0.4

508	untuniutntrng55886	0.0	48522	20/50	0.4

509	untuniutntrng55886	0.0	48341	20/50	0.4

510	untuniutntrng55886	0.0	48361	20/50	0.4

511	untuniutntrng55886	0.0	48366	20/50	0.4

512	untuniutntrng55886	0.0	48271	20/50	0.4

513	untuniutntrng55886	0.0	48374	20/50	0.4

514	untuniutntrng55886	0.0	48381	20/50	0.4

515	untuniutntrng55886	0.0	48480	20/50	0.4

516	untuniutntrng55886	0.0	48440	20/50	0.4

517	untuniutntrng55886	0.0	48499	20/50	0.4

518	untuniutntrng55886	0.0	48593	20/50	0.4

519	untuniutntrng55886	0.0	48443	20/50	0.4

520	untuniutntrng55886	0.0	48239	20/50	0.4

521	untuniutntrng55886	0.0	48359	20/50	0.4

522	untuniutntrng55886	0.0	48590	20/50	0.4

523	untuniutntrng55886	0.0	48310	20/50	0.4

524	untuniutntrng55886	0.0	48287	20/50	0.4

525	untuniutntrng55886	0.0	48379	20/50	0.4

526	untuniutntrng55886	0.0	48463	20/50	0.4

527	untuniutntrng55886	0.0	48390	20/50	0.4

528	untuniutntrng55886	0.0	48378	20/50	0.4

529	untuniutntrng55886	0.0	48472	20/50	0.4

530	untuniutntrng55886	0.0	48303	20/50	0.4

531	untuniutntrng55886	0.0	48471	20/50	0.4

532	untuniutntrng55886	0.0	48351	20/50	0.4

533	untuniutntrng55886	0.0	48396	20/50	0.4

534	untuniutntrng55886	0.0	48122	20/50	0.4

535	untuniutntrng55886	0.0	48420	20/50	0.4

536	untuniutntrng55886	0.0	48405	20/50	0.4

537	untuniutntrng55886	0.0	48268	20/50	0.4

538	untuniutntrng55886	0.0	48284	20/50	0.4

539	untuniutntrng55886	0.0	48352	20/50	0.4

540	untuniutntrng55886	0.0	48231	20/50	0.4

541	untuniutntrng55886	0.0	48433	20/50	0.4

542	untuniutntrng55886	0.0	48441	20/50	0.4

543	untuniutntrng55886	0.0	48418	20/50	0.4

544	untuniutntrng55886	0.0	48482	20/50	0.4

545	untuniutntrng55886	0.0	48543	20/50	0.4

546	untuniutntrng55886	0.0	48358	20/50	0.4

547	untuniutntrng55886	0.0	48399	20/50	0.4

548	untuniutntrng55886	0.0	48507	20/50	0.4

549	untuniutntrng55886	0.0	48469	20/50	0.4

550	untuniutntrng55886	0.0	48501	20/50	0.4

551	untuniutntrng55886	0.0	48372	20/50	0.4

552	untuniutntrng55886	0.0	48437	20/50	0.4

553	untuniutntrng55886	0.0	48542	20/50	0.4

554	untuniutntrng55886	0.0	48324	20/50	0.4

555	untuniutntrng55886	0.0	48305	20/50	0.4

556	untuniutntrng55886	0.0	48369	20/50	0.4

557	untuniutntrng55886	0.0	48258	20/50	0.4

558	untuniutntrng55886	0.0	48365	20/50	0.4

559	untuniutntrng55886	0.0	48270	20/50	0.4

560	untuniutntrng55886	0.0	48533	20/50	0.4

561	untuniutntrng55886	0.0	48331	20/50	0.4

562	untuniutntrng55886	0.0	48398	20/50	0.4

563	untuniutntrng55886	0.0	48316	20/50	0.4

564	untuniutntrng55886	0.0	48292	20/50	0.4

565	untuniutntrng55886	0.0	48531	20/50	0.4

566	untuniutntrng55886	0.0	48420	20/50	0.4

567	untuniutntrng55886	0.0	48214	20/50	0.4

568	untuniutntrng55886	0.0	48308	20/50	0.4

569	untuniutntrng55886	0.0	48371	20/50	0.4

570	untuniutntrng55886	0.0	48435	20/50	0.4

571	untuniutntrng55886	0.0	48333	20/50	0.4

572	untuniutntrng55886	0.0	48225	20/50	0.4

573	untuniutntrng55886	0.0	48499	20/50	0.4

574	untuniutntrng55886	0.0	48386	20/50	0.4

575	untuniutntrng55886	0.0	48401	20/50	0.4

576	untuniutntrng55886	0.0	48203	20/50	0.4

577	untuniutntrng55886	0.0	48437	20/50	0.4

578	untuniutntrng55886	0.0	48228	20/50	0.4

579	untuniutntrng55886	0.0	48474	20/50	0.4

580	untuniutntrng55886	0.0	48191	20/50	0.4

581	untuniutntrng55886	0.0	48327	20/50	0.4

582	untuniutntrng55886	0.0	48471	20/50	0.4

583	untuniutntrng55886	0.0	48410	20/50	0.4

584	untuniutntrng55886	0.0	48342	20/50	0.4

585	untuniutntrng55886	0.0	48437	20/50	0.4

586	untuniutntrng55886	0.0	48381	20/50	0.4

587	untuniutntrng55886	0.0	48434	20/50	0.4

588	untuniutntrng55886	0.0	48609	20/50	0.4

589	untuniutntrng55886	0.0	48341	20/50	0.4

590	untuniutntrng55886	0.0	48456	20/50	0.4

591	untuniutntrng55886	0.0	48409	20/50	0.4

592	untuniutntrng55886	0.0	48283	20/50	0.4

593	untuniutntrng55886	0.0	48465	20/50	0.4

594	untuniutntrng55886	0.0	48546	20/50	0.4

595	untuniutntrng55886	0.0	48266	20/50	0.4

596	untuniutntrng55886	0.0	48447	20/50	0.4

597	untuniutntrng55886	0.0	48289	20/50	0.4

598	untuniutntrng55886	0.0	48464	20/50	0.4

599	untuniutntrng55886	0.0	48307	20/50	0.4

600	untuniutntrng55886	0.0	48216	2/500	0.004

601	untuniutntrng55886	0.0	48504	2/500	0.004

602	untuniutntrng55886	0.0	48286	2/500	0.004

603	untuniutntrng55886	0.0	48224	2/500	0.004

604	untuniutntrng55886	0.0	48291	2/500	0.004

605	untuniutntrng55886	0.0	48377	2/500	0.004

606	untuniutntrng55886	0.0	48110	2/500	0.004

607	untuniutntrng55886	0.0	48379	2/500	0.004

608	untuniutntrng55886	0.0	48282	2/500	0.004

609	untuniutntrng55886	0.0	48524	2/500	0.004

610	untuniutntrng55886	0.0	48567	2/500	0.004

611	untuniutntrng55886	0.0	48535	2/500	0.004

612	untuniutntrng55886	0.0	48606	2/500	0.004

613	untuniutntrng55886	0.0	48513	2/500	0.004

614	untuniutntrng55886	0.0	48489	2/500	0.004

615	untuniutntrng55886	0.0	48544	2/500	0.004

616	untuniutntrng55886	0.0	48391	2/500	0.004

617	untuniutntrng55886	0.0	48252	2/500	0.004

618	untuniutntrng55886	0.0	48375	2/500	0.004

619	untuniutntrng55886	0.0	48392	2/500	0.004

620	untuniutntrng55886	0.0	48475	2/500	0.004

621	untuniutntrng55886	0.0	48513	2/500	0.004

622	untuniutntrng55886	0.0	48252	2/500	0.004

623	untuniutntrng55886	0.0	48372	2/500	0.004

624	untuniutntrng55886	0.0	48429	2/500	0.004

625	untuniutntrng55886	0.0	48327	2/500	0.004

626	untuniutntrng55886	0.0	48314	2/500	0.004

627	untuniutntrng55886	0.0	48442	2/500	0.004

628	untuniutntrng55886	0.0	48393	2/500	0.004

629	untuniutntrng55886	0.0	48179	2/500	0.004

630	untuniutntrng55886	0.0	48499	2/500	0.004

631	untuniutntrng55886	0.0	48487	2/500	0.004

632	untuniutntrng55886	0.0	48386	2/500	0.004

633	untuniutntrng55886	0.0	48314	2/500	0.004

634	untuniutntrng55886	0.0	48374	2/500	0.004

635	untuniutntrng55886	0.0	48310	2/500	0.004

636	untuniutntrng55886	0.0	48494	2/500	0.004

637	untuniutntrng55886	0.0	48305	2/500	0.004

638	untuniutntrng55886	0.0	48264	2/500	0.004

639	untuniutntrng55886	0.0	48359	2/500	0.004

640	untuniutntrng55886	0.0	48391	2/500	0.004

641	untuniutntrng55886	0.0	48443	2/500	0.004

642	untuniutntrng55886	0.0	48427	2/500	0.004

643	untuniutntrng55886	0.0	48366	2/500	0.004

644	untuniutntrng55886	0.0	48303	2/500	0.004

645	untuniutntrng55886	0.0	48414	2/500	0.004

646	untuniutntrng55886	0.0	48286	2/500	0.004

647	untuniutntrng55886	0.0	48372	2/500	0.004

648	untuniutntrng55886	0.0	48496	2/500	0.004

649	untuniutntrng55886	0.0	48323	2/500	0.004

650	untuniutntrng55886	0.0	48205	2/500	0.004

651	untuniutntrng55886	0.0	48409	2/500	0.004

652	untuniutntrng55886	0.0	48331	2/500	0.004

653	untuniutntrng55886	0.0	48346	2/500	0.004

654	untuniutntrng55886	0.0	48494	2/500	0.004

655	untuniutntrng55886	0.0	48297	2/500	0.004

656	untuniutntrng55886	0.0	48534	2/500	0.004

657	untuniutntrng55886	0.0	48404	2/500	0.004

658	untuniutntrng55886	0.0	48389	2/500	0.004

659	untuniutntrng55886	0.0	48240	2/500	0.004

660	untuniutntrng55886	0.0	51703	2/500	0.004

661	untuniutntrng55886	0.0	48276	2/500	0.004

662	untuniutntrng55886	0.0	48473	2/500	0.004

663	untuniutntrng55886	0.0	48489	2/500	0.004

664	untuniutntrng55886	0.0	48430	2/500	0.004

665	untuniutntrng55886	0.0	48276	2/500	0.004

666	untuniutntrng55886	0.0	48210	2/500	0.004

667	untuniutntrng55886	0.0	48299	2/500	0.004

668	untuniutntrng55886	0.0	48448	2/500	0.004

669	untuniutntrng55886	0.0	48332	2/500	0.004

670	untuniutntrng55886	0.0	48517	2/500	0.004

671	untuniutntrng55886	0.0	48499	2/500	0.004

672	untuniutntrng55886	0.0	48317	2/500	0.004

673	untuniutntrng55886	0.0	48283	2/500	0.004

674	untuniutntrng55886	0.0	48490	2/500	0.004

675	untuniutntrng55886	0.0	48157	2/500	0.004

676	untuniutntrng55886	0.0	48261	2/500	0.004

677	untuniutntrng55886	0.0	48252	2/500	0.004

678	untuniutntrng55886	0.0	48516	2/500	0.004

679	untuniutntrng55886	0.0	48447	2/500	0.004

680	untuniutntrng55886	0.0	48450	2/500	0.004

681	untuniutntrng55886	0.0	48497	2/500	0.004

682	untuniutntrng55886	0.0	48309	2/500	0.004

683	untuniutntrng55886	0.0	48495	2/500	0.004

684	untuniutntrng55886	0.0	48375	2/500	0.004

685	untuniutntrng55886	0.0	48427	2/500	0.004

686	untuniutntrng55886	0.0	48495	2/500	0.004

687	untuniutntrng55886	0.0	48211	2/500	0.004

688	untuniutntrng55886	0.0	48303	2/500	0.004

689	untuniutntrng55886	0.0	48381	2/500	0.004

690	untuniutntrng55886	0.0	48440	2/500	0.004

691	untuniutntrng55886	0.0	48353	2/500	0.004

692	untuniutntrng55886	0.0	48316	2/500	0.004

693	untuniutntrng55886	0.0	48440	2/500	0.004

694	untuniutntrng55886	0.0	48412	2/500	0.004

695	untuniutntrng55886	0.0	48408	2/500	0.004

696	untuniutntrng55886	0.0	48311	2/500	0.004

697	untuniutntrng55886	0.0	48402	2/500	0.004

698	untuniutntrng55886	0.0	48343	2/500	0.004

699	untuniutntrng55886	0.0	48272	2/500	0.004

700	untuniutntrng55886	0.0	46045	500/2	250.0

701	untuniutntrng55886	0.0	42253	500/2	250.0

702	untuniutntrng55886	0.0	44939	500/2	250.0

703	untuniutntrng55886	0.0	42435	500/2	250.0

704	untuniutntrng55886	0.0	46200	500/2	250.0

705	untuniutntrng55886	0.0	45915	500/2	250.0

706	untuniutntrng55886	0.0	46104	500/2	250.0

707	untuniutntrng55886	0.0	42210	500/2	250.0

708	untuniutntrng55886	0.0	42117	500/2	250.0

709	untuniutntrng55886	0.0	46183	500/2	250.0

710	untuniutntrng55886	0.0	46306	500/2	250.0

711	untuniutntrng55886	0.0	46135	500/2	250.0

712	untuniutntrng55886	0.0	43853	500/2	250.0

713	untuniutntrng55886	0.0	43844	500/2	250.0

714	untuniutntrng55886	0.0	46344	500/2	250.0

715	untuniutntrng55886	0.0	43694	500/2	250.0

716	untuniutntrng55886	0.0	42478	500/2	250.0

717	untuniutntrng55886	0.0	44719	500/2	250.0

718	untuniutntrng55886	0.0	47367	500/2	250.0

719	untuniutntrng55886	0.0	46413	500/2	250.0

720	untuniutntrng55886	0.0	46265	500/2	250.0

721	untuniutntrng55886	0.0	46112	500/2	250.0

722	untuniutntrng55886	0.0	46286	500/2	250.0

723	untuniutntrng55886	0.0	46173	500/2	250.0

724	untuniutntrng55886	0.0	45886	500/2	250.0

725	untuniutntrng55886	0.0	43984	500/2	250.0

726	untuniutntrng55886	0.0	46275	500/2	250.0

727	untuniutntrng55886	0.0	46393	500/2	250.0

728	untuniutntrng55886	0.0	42246	500/2	250.0

729	untuniutntrng55886	0.0	42501	500/2	250.0

730	untuniutntrng55886	0.0	46074	500/2	250.0

731	untuniutntrng55886	0.0	46163	500/2	250.0

732	untuniutntrng55886	0.0	46786	500/2	250.0

733	untuniutntrng55886	0.0	44932	500/2	250.0

734	untuniutntrng55886	0.0	44067	500/2	250.0

735	untuniutntrng55886	0.0	46255	500/2	250.0

736	untuniutntrng55886	0.0	43760	500/2	250.0

737	untuniutntrng55886	0.0	44230	500/2	250.0

738	untuniutntrng55886	0.0	42127	500/2	250.0

739	untuniutntrng55886	0.0	46182	500/2	250.0

740	untuniutntrng55886	0.0	46296	500/2	250.0

741	untuniutntrng55886	0.0	41993	500/2	250.0

742	untuniutntrng55886	0.0	46240	500/2	250.0

743	untuniutntrng55886	0.0	46125	500/2	250.0

744	untuniutntrng55886	0.0	46339	500/2	250.0

745	untuniutntrng55886	0.0	46173	500/2	250.0

746	untuniutntrng55886	0.0	46375	500/2	250.0

747	untuniutntrng55886	0.0	46196	500/2	250.0

748	untuniutntrng55886	0.0	46342	500/2	250.0

749	untuniutntrng55886	0.0	46256	500/2	250.0

750	untuniutntrng55886	0.0	41996	500/2	250.0

751	untuniutntrng55886	0.0	43906	500/2	250.0

752	untuniutntrng55886	0.0	43502	500/2	250.0

753	untuniutntrng55886	0.0	44221	500/2	250.0

754	untuniutntrng55886	0.0	46172	500/2	250.0

755	untuniutntrng55886	0.0	44685	500/2	250.0

756	untuniutntrng55886	0.0	44910	500/2	250.0

757	untuniutntrng55886	0.0	46225	500/2	250.0

758	untuniutntrng55886	0.0	45994	500/2	250.0

759	untuniutntrng55886	0.0	43745	500/2	250.0

760	untuniutntrng55886	0.0	46135	500/2	250.0

761	untuniutntrng55886	0.0	45059	500/2	250.0

762	untuniutntrng55886	0.0	46281	500/2	250.0

763	untuniutntrng55886	0.0	46211	500/2	250.0

764	untuniutntrng55886	0.0	46624	500/2	250.0

765	untuniutntrng55886	0.0	46178	500/2	250.0

766	untuniutntrng55886	0.0	46327	500/2	250.0

767	untuniutntrng55886	0.0	47444	500/2	250.0

768	untuniutntrng55886	0.0	44531	500/2	250.0

769	untuniutntrng55886	0.0	46136	500/2	250.0

770	untuniutntrng55886	0.0	44751	500/2	250.0

771	untuniutntrng55886	0.0	44347	500/2	250.0

772	untuniutntrng55886	0.0	46303	500/2	250.0

773	untuniutntrng55886	0.0	44981	500/2	250.0

774	untuniutntrng55886	0.0	44544	500/2	250.0

775	untuniutntrng55886	0.0	42653	500/2	250.0

776	untuniutntrng55886	0.0	46309	500/2	250.0

777	untuniutntrng55886	0.0	44218	500/2	250.0

778	untuniutntrng55886	0.0	45948	500/2	250.0

779	untuniutntrng55886	0.0	46505	500/2	250.0

780	untuniutntrng55886	0.0	43149	500/2	250.0

781	untuniutntrng55886	0.0	46271	500/2	250.0

782	untuniutntrng55886	0.0	44427	500/2	250.0

783	untuniutntrng55886	0.0	42066	500/2	250.0

784	untuniutntrng55886	0.0	43517	500/2	250.0

785	untuniutntrng55886	0.0	43098	500/2	250.0

786	untuniutntrng55886	0.0	44023	500/2	250.0

787	untuniutntrng55886	0.0	42404	500/2	250.0

788	untuniutntrng55886	0.0	45835	500/2	250.0

789	untuniutntrng55886	0.0	46231	500/2	250.0

790	untuniutntrng55886	0.0	46229	500/2	250.0

791	untuniutntrng55886	0.0	45751	500/2	250.0

792	untuniutntrng55886	0.0	46076	500/2	250.0

793	untuniutntrng55886	0.0	46272	500/2	250.0

794	untuniutntrng55886	0.0	46256	500/2	250.0

795	untuniutntrng55886	0.0	46258	500/2	250.0

796	untuniutntrng55886	0.0	44849	500/2	250.0

797	untuniutntrng55886	0.0	43644	500/2	250.0

798	untuniutntrng55886	0.0	46437	500/2	250.0

799	untuniutntrng55886	0.0	43892	500/2	250.0

800	untuniutntrng55886	0.0	48428	50/20	2.5

801	untuniutntrng55886	0.0	48542	50/20	2.5

802	untuniutntrng55886	0.0	48268	50/20	2.5

803	untuniutntrng55886	0.0	48448	50/20	2.5

804	untuniutntrng55886	0.0	48499	50/20	2.5

805	untuniutntrng55886	0.0	48442	50/20	2.5

806	untuniutntrng55886	0.0	48512	50/20	2.5

807	untuniutntrng55886	0.0	48214	50/20	2.5

808	untuniutntrng55886	0.0	48231	50/20	2.5

809	untuniutntrng55886	0.0	48388	50/20	2.5

810	untuniutntrng55886	0.0	48299	50/20	2.5

811	untuniutntrng55886	0.0	48263	50/20	2.5

812	untuniutntrng55886	0.0	48353	50/20	2.5

813	untuniutntrng55886	0.0	48290	50/20	2.5

814	untuniutntrng55886	0.0	48530	50/20	2.5

815	untuniutntrng55886	0.0	48522	50/20	2.5

816	untuniutntrng55886	0.0	48522	50/20	2.5

817	untuniutntrng55886	0.0	48434	50/20	2.5

818	untuniutntrng55886	0.0	48338	50/20	2.5

819	untuniutntrng55886	0.0	48346	50/20	2.5

820	untuniutntrng55886	0.0	48373	50/20	2.5

821	untuniutntrng55886	0.0	48616	50/20	2.5

822	untuniutntrng55886	0.0	48334	50/20	2.5

823	untuniutntrng55886	0.0	48394	50/20	2.5

824	untuniutntrng55886	0.0	48436	50/20	2.5

825	untuniutntrng55886	0.0	48313	50/20	2.5

826	untuniutntrng55886	0.0	48552	50/20	2.5

827	untuniutntrng55886	0.0	48414	50/20	2.5

828	untuniutntrng55886	0.0	48345	50/20	2.5

829	untuniutntrng55886	0.0	48396	50/20	2.5

830	untuniutntrng55886	0.0	48335	50/20	2.5

831	untuniutntrng55886	0.0	48608	50/20	2.5

832	untuniutntrng55886	0.0	48282	50/20	2.5

833	untuniutntrng55886	0.0	48447	50/20	2.5

834	untuniutntrng55886	0.0	48245	50/20	2.5

835	untuniutntrng55886	0.0	48541	50/20	2.5

836	untuniutntrng55886	0.0	48438	50/20	2.5

837	untuniutntrng55886	0.0	48380	50/20	2.5

838	untuniutntrng55886	0.0	48293	50/20	2.5

839	untuniutntrng55886	0.0	48352	50/20	2.5

840	untuniutntrng55886	0.0	54165	50/20	2.5

841	untuniutntrng55886	0.0	48569	50/20	2.5

842	untuniutntrng55886	0.0	48425	50/20	2.5

843	untuniutntrng55886	0.0	48292	50/20	2.5

844	untuniutntrng55886	0.0	48559	50/20	2.5

845	untuniutntrng55886	0.0	48338	50/20	2.5

846	untuniutntrng55886	0.0	48304	50/20	2.5

847	untuniutntrng55886	0.0	48498	50/20	2.5

848	untuniutntrng55886	0.0	48306	50/20	2.5

849	untuniutntrng55886	0.0	48281	50/20	2.5

850	untuniutntrng55886	0.0	48292	50/20	2.5

851	untuniutntrng55886	0.0	48379	50/20	2.5

852	untuniutntrng55886	0.0	48480	50/20	2.5

853	untuniutntrng55886	0.0	48311	50/20	2.5

854	untuniutntrng55886	0.0	48501	50/20	2.5

855	untuniutntrng55886	0.0	48458	50/20	2.5

856	untuniutntrng55886	0.0	48467	50/20	2.5

857	untuniutntrng55886	0.0	48299	50/20	2.5

858	untuniutntrng55886	0.0	48209	50/20	2.5

859	untuniutntrng55886	0.0	48398	50/20	2.5

860	untuniutntrng55886	0.0	48361	50/20	2.5

861	untuniutntrng55886	0.0	48495	50/20	2.5

862	untuniutntrng55886	0.0	48510	50/20	2.5

863	untuniutntrng55886	0.0	48322	50/20	2.5

864	untuniutntrng55886	0.0	48504	50/20	2.5

865	untuniutntrng55886	0.0	48286	50/20	2.5

866	untuniutntrng55886	0.0	48333	50/20	2.5

867	untuniutntrng55886	0.0	48341	50/20	2.5

868	untuniutntrng55886	0.0	48289	50/20	2.5

869	untuniutntrng55886	0.0	48411	50/20	2.5

870	untuniutntrng55886	0.0	48387	50/20	2.5

871	untuniutntrng55886	0.0	48326	50/20	2.5

872	untuniutntrng55886	0.0	48161	50/20	2.5

873	untuniutntrng55886	0.0	48510	50/20	2.5

874	untuniutntrng55886	0.0	48461	50/20	2.5

875	untuniutntrng55886	0.0	48396	50/20	2.5

876	untuniutntrng55886	0.0	48710	50/20	2.5

877	untuniutntrng55886	0.0	48314	50/20	2.5

878	untuniutntrng55886	0.0	48327	50/20	2.5

879	untuniutntrng55886	0.0	48296	50/20	2.5

880	untuniutntrng55886	0.0	48453	50/20	2.5

881	untuniutntrng55886	0.0	48290	50/20	2.5

882	untuniutntrng55886	0.0	48374	50/20	2.5

883	untuniutntrng55886	0.0	48530	50/20	2.5

884	untuniutntrng55886	0.0	48369	50/20	2.5

885	untuniutntrng55886	0.0	48363	50/20	2.5

886	untuniutntrng55886	0.0	48432	50/20	2.5

887	untuniutntrng55886	0.0	48474	50/20	2.5

888	untuniutntrng55886	0.0	48345	50/20	2.5

889	untuniutntrng55886	0.0	48459	50/20	2.5

890	untuniutntrng55886	0.0	48389	50/20	2.5

891	untuniutntrng55886	0.0	48405	50/20	2.5

892	untuniutntrng55886	0.0	48232	50/20	2.5

893	untuniutntrng55886	0.0	48604	50/20	2.5

894	untuniutntrng55886	0.0	48346	50/20	2.5

895	untuniutntrng55886	0.0	48537	50/20	2.5

896	untuniutntrng55886	0.0	48406	50/20	2.5

897	untuniutntrng55886	0.0	48414	50/20	2.5

898	untuniutntrng55886	0.0	48319	50/20	2.5

899	untuniutntrng55886	0.0	48461	50/20	2.5

900	untuniutntrng55886	0.0	48475	5/200	0.025

901	untuniutntrng55886	0.0	48448	5/200	0.025

902	untuniutntrng55886	0.0	48383	5/200	0.025

903	untuniutntrng55886	0.0	48341	5/200	0.025

904	untuniutntrng55886	0.0	48381	5/200	0.025

905	untuniutntrng55886	0.0	48303	5/200	0.025

906	untuniutntrng55886	0.0	48408	5/200	0.025

907	untuniutntrng55886	0.0	48213	5/200	0.025

908	untuniutntrng55886	0.0	48502	5/200	0.025

909	untuniutntrng55886	0.0	48443	5/200	0.025

910	untuniutntrng55886	0.0	48476	5/200	0.025

911	untuniutntrng55886	0.0	48465	5/200	0.025

912	untuniutntrng55886	0.0	48443	5/200	0.025

913	untuniutntrng55886	0.0	48431	5/200	0.025

914	untuniutntrng55886	0.0	48550	5/200	0.025

915	untuniutntrng55886	0.0	48400	5/200	0.025

916	untuniutntrng55886	0.0	48317	5/200	0.025

917	untuniutntrng55886	0.0	48408	5/200	0.025

918	untuniutntrng55886	0.0	48474	5/200	0.025

919	untuniutntrng55886	0.0	48236	5/200	0.025

920	untuniutntrng55886	0.0	48426	5/200	0.025

921	untuniutntrng55886	0.0	48351	5/200	0.025

922	untuniutntrng55886	0.0	48467	5/200	0.025

923	untuniutntrng55886	0.0	48324	5/200	0.025

924	untuniutntrng55886	0.0	48353	5/200	0.025

925	untuniutntrng55886	0.0	48420	5/200	0.025

926	untuniutntrng55886	0.0	48205	5/200	0.025

927	untuniutntrng55886	0.0	48510	5/200	0.025

928	untuniutntrng55886	0.0	48589	5/200	0.025

929	untuniutntrng55886	0.0	48482	5/200	0.025

930	untuniutntrng55886	0.0	48296	5/200	0.025

931	untuniutntrng55886	0.0	48565	5/200	0.025

932	untuniutntrng55886	0.0	48454	5/200	0.025

933	untuniutntrng55886	0.0	48618	5/200	0.025

934	untuniutntrng55886	0.0	48406	5/200	0.025

935	untuniutntrng55886	0.0	48379	5/200	0.025

936	untuniutntrng55886	0.0	48484	5/200	0.025

937	untuniutntrng55886	0.0	48358	5/200	0.025

938	untuniutntrng55886	0.0	48242	5/200	0.025

939	untuniutntrng55886	0.0	48184	5/200	0.025

940	untuniutntrng55886	0.0	48547	5/200	0.025

941	untuniutntrng55886	0.0	48296	5/200	0.025

942	untuniutntrng55886	0.0	48372	5/200	0.025

943	untuniutntrng55886	0.0	48521	5/200	0.025

944	untuniutntrng55886	0.0	48408	5/200	0.025

945	untuniutntrng55886	0.0	48352	5/200	0.025

946	untuniutntrng55886	0.0	48327	5/200	0.025

947	untuniutntrng55886	0.0	48491	5/200	0.025

948	untuniutntrng55886	0.0	48309	5/200	0.025

949	untuniutntrng55886	0.0	48445	5/200	0.025

950	untuniutntrng55886	0.0	48211	5/200	0.025

951	untuniutntrng55886	0.0	48496	5/200	0.025

952	untuniutntrng55886	0.0	48264	5/200	0.025

953	untuniutntrng55886	0.0	48313	5/200	0.025

954	untuniutntrng55886	0.0	48532	5/200	0.025

955	untuniutntrng55886	0.0	48409	5/200	0.025

956	untuniutntrng55886	0.0	48511	5/200	0.025

957	untuniutntrng55886	0.0	48277	5/200	0.025

958	untuniutntrng55886	0.0	48483	5/200	0.025

959	untuniutntrng55886	0.0	48524	5/200	0.025

960	untuniutntrng55886	0.0	48345	5/200	0.025

961	untuniutntrng55886	0.0	48279	5/200	0.025

962	untuniutntrng55886	0.0	48493	5/200	0.025

963	untuniutntrng55886	0.0	48414	5/200	0.025

964	untuniutntrng55886	0.0	48565	5/200	0.025

965	untuniutntrng55886	0.0	48483	5/200	0.025

966	untuniutntrng55886	0.0	48517	5/200	0.025

967	untuniutntrng55886	0.0	48347	5/200	0.025

968	untuniutntrng55886	0.0	48424	5/200	0.025

969	untuniutntrng55886	0.0	48542	5/200	0.025

970	untuniutntrng55886	0.0	48478	5/200	0.025

971	untuniutntrng55886	0.0	48525	5/200	0.025

972	untuniutntrng55886	0.0	48297	5/200	0.025

973	untuniutntrng55886	0.0	48460	5/200	0.025

974	untuniutntrng55886	0.0	48308	5/200	0.025

975	untuniutntrng55886	0.0	48353	5/200	0.025

976	untuniutntrng55886	0.0	48546	5/200	0.025

977	untuniutntrng55886	0.0	48503	5/200	0.025

978	untuniutntrng55886	0.0	48330	5/200	0.025

979	untuniutntrng55886	0.0	48325	5/200	0.025

980	untuniutntrng55886	0.0	48375	5/200	0.025

981	untuniutntrng55886	0.0	48389	5/200	0.025

982	untuniutntrng55886	0.0	48464	5/200	0.025

983	untuniutntrng55886	0.0	48456	5/200	0.025

984	untuniutntrng55886	0.0	48408	5/200	0.025

985	untuniutntrng55886	0.0	48336	5/200	0.025
