idno	translation	other-identifier	author-name	num-authors	author-gender	author-nationality	book-title	publ-first	publ-edition	publ-ref	publ-decade	publisher	collection	subgenre	group	translation.1	ISBN	status	scifi	sentimental	policier	blanche
Veinstein_Accordeur	no		Veinstein, Alain	1.0	male		L'accordeur		1996.0	1996	1990s	Gallimard	Folio	blanche	blanche	no	2-07-040215-0	tei	no	no	no	yes
Modiano_Fleurs	no	rv0232	Modiano, Patrick	1.0	male	F	Fleurs de Ruine	1991.0		1991	1990s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
Trouillot_Rue	no		Trouillot, Lyonel	1.0	male		Rue des Pas-Perdus		1998.0	1998	1990s	Actes Sud	Babel	blanche	blanche	no	978-2-7427-3541-9	tei	no	no	no	yes
Combescot_Filles	no		Combescot, Pierre	1.0	male		Les filles du Calvaire		1991.0	1991	1990s	Grasset		blanche	blanche	no	2-246-43541-2	tei	no	no	no	yes
Simon_Derive	no		Simon, Yves	1.0	male		La Dérive des sentiments		1991.0	1991	1990s	Grasset		blanche	blanche	no	2-246-45491-3	tei	no	no	no	yes
Rolin_Deux	no		Rolin, Dominique	1.0	female		Deux femmes un soir		1992.0	1992	1990s	Gallimard	Folio	blanche	blanche	no	2-07-039275-9	tei	no	no	no	yes
Khadra_Loups	no	rv0520	Khadra, Yasmina	1.0	male	DZ	À quoi Rêvent les Loups	1999.0		1999	1990s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
delCastillo_Rue	no		del Castillo, Michel	1.0	male		Rue des Archives		1996.0	1996	1990s	Gallimard	Collection Folio	blanche	blanche	no	2-07-039494-8	tei	no	no	no	yes
Djian_Sotos	no		Djian, Philippe	1.0	male		Sotos		1995.0	1995	1990s	Gallimard	Collection Folio	blanche	populaire	no	2-07-039303-8	tei	no	no	no	yes
Cosse_Femme	no		Cossé, Laurence	1.0	female		La femme du premier ministre		1998.0	1998	1990s	Gallimard	Folio	blanche	blanche	no	2-07-075359-X	tei	no	no	no	yes
Modiano_Inconnues	no	rv0228	Modiano, Patrick	1.0	male	F	Des Inconnues	1999.0		1999	1990s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
Rolin_Cyrille	no		Rolin, Jean	1.0	male		Cyrille et méthode		1994.0	1994	1990s	Gallimard	Collection Blanche	blanche	blanche	no	2-07-073824-8	tei	no	no	no	yes
Nothomb_Catilinaires	no	rv0798	Nothomb, Amélie	1.0	female	BE	Les Catilinaires	1995.0	1995.0	1995	1990s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
Pouy_Sec	no	rv1078	Pouy, Jean-Bernard	1.0	male	F	À Sec ! (Spinoza encule Hegel, le retour)	1998.0		1998	1990s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
Labro_Petit	no		Labro, Philippe	1.0	male		Le petit garçon		1990.0	1990	1990s	Gallimard	Folio	blanche	blanche	no	2-07-038526-4	tei	no	no	no	yes
Nothomb_Hygiene	no	rv0802	Nothomb, Amélie	1.0	female	BE	Hygiène de l'Assassin	1992.0		1992	1990s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
Manotti_Sombre	no	rv0522	Manotti, Dominique	1.0	female	F	Sombre Sentier	1995.0		1995	1990s	(unknown)	(unknown)	blanche	blanche	no	(unknown)	tei	no	no	no	yes
Ernaux_Passion	no		Ernaux, Annie	1.0	female		Passion simple		1991.0	1991	1990s	Gallimard	Collection Blanche	blanche	blanche	no	2-07-072504-9	tei	no	no	no	yes
